Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Src IP
443,6,2018-02-28 01:12:07,222132,9,8,509,3541,194,0,56.5555555556,82.8705483135,1430,0,442.625,620.3024463921,18232.4023553563,76.5310716151,13883.25,25315.4804747346,64685,5,222132,27766.5,31117.3304813526,64934,20,147806,21115.1428571429,35667.8932301333,80792,15,0,0,0,0,192,172,40.5164496786,36.0146219365,0,1430,225,449.3942327963,201955.176470588,0,0,1,1,0,0,0,1,0,238.2352941176,56.5555555556,442.625,0,0,0,0,0,0,9,509,8,3541,8192,176,4,20,0,0,0,0,0,0,0,0,Benign,Network
80,6,2018-02-28 01:12:07,117528797,19,18,1307,2118,432,0,68.7894736842,161.5850580783,706,0,117.6666666667,270.7386410631,29.1417940745,0.3148164615,3264688.80555556,4587536.137143,10014488,23,117528797,6529377.61111111,4685747.26082369,10124841,201,113012997,6647823.35294118,4840096.76945336,10127561,94892,0,0,0,0,392,504,0.1616625073,0.1531539543,0,706,90.1315789474,217.2612291195,47202.4416785206,0,0,1,1,0,0,0,1,0,92.5675675676,68.7894736842,117.6666666667,0,0,0,0,0,0,19,1307,18,2118,8192,180,14,20,276524.636363636,597189.378783024,2077055,94744,9997378.27272727,56186.3372806786,10014488,9827973,Benign,Network
443,6,2018-02-28 01:12:08,117014714,19,19,2174,4988,984,0,114.4210526316,234.3945666296,1460,0,262.5263157895,455.9580107886,61.205977908,0.3247454846,3162559.83783784,13351957.6743702,58514940,4,117014714,6500817.44444444,18829395.9111745,58514940,45,116936897,6496494.27777778,18878177.5776316,58696324,16,0,0,0,0,392,392,0.1623727423,0.1623727423,0,1460,183.641025641,361.7970125258,130897.078272605,0,0,1,1,0,0,0,1,1,188.4736842105,114.4210526316,262.5263157895,0,0,0,0,0,0,19,2174,19,4988,8192,155,9,20,211242,188506.182582959,344536,77948,58257137.5,364587.79191369,58514940,57999335,Benign,Network
443,6,2018-02-28 01:12:12,91363,6,7,709,3718,388,0,118.1666666667,159.6225756798,1460,0,531.1428571429,673.1182235367,48455.0638661165,142.2895482854,7613.5833333333,10809.4069340159,23328,1,69727,13945.4,12126.155833569,23348,218,69267,11544.5,12634.2654673709,23561,1,0,0,0,0,132,152,65.6720992087,76.6174490768,0,1460,316.2142857143,519.2164479099,269585.71978022,0,0,1,1,0,0,0,1,1,340.5384615385,118.1666666667,531.1428571429,0,0,0,0,0,0,6,709,7,3718,8192,7483,3,20,0,0,0,0,0,0,0,0,Benign,Network
445,6,2018-02-28 01:12:17,276612,3,1,0,0,0,0,0,0,0,0,0,0,0,14.460688618,92204,159603.2871466,276498,36,276612,138306,195543.309269328,276576,36,0,0,0,0,0,0,0,0,0,72,32,10.8455164635,3.6151721545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign,Network
445,6,2018-02-28 01:12:44,616265,5,4,373,172,140,0,74.6,70.2837107728,133,0,43,62.7534859589,884.3598127429,14.6041069994,77033.125,105734.425972998,206699,47,616200,154050,101471.876852653,206746,1870,616211,205403.666666667,2873.9050668617,207309,202098,0,0,0,0,112,92,8.1133927775,6.490714222,0,140,54.5,64.1980442762,4121.3888888889,0,0,0,1,0,0,0,0,0,60.5555555556,74.6,43,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,105009,2,2,64,96,32,32,32,0,48,48,48,0,1523.678922759,38.091973069,35003,59401.3236468683,103593,432,104577,104577,0,104577,104577,104025,104025,0,104025,104025,0,0,0,0,16,16,19.0459865345,19.0459865345,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48,32,48,0,0,0,0,0,0,2,64,2,96,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,103574,2,2,94,214,47,47,47,0,107,107,107,0,2973.7192731767,38.6197308205,34524.6666666667,36426.7256603353,72595,1,30978,30978,0,30978,30978,1,1,0,1,1,0,0,0,0,16,16,19.3098654102,19.3098654102,47,107,71,32.8633534503,1080,0,0,0,0,0,0,0,0,1,88.75,47,107,0,0,0,0,0,0,2,94,2,214,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:46,116789296,25,38,1019,40388,380,0,40.76,90.8713742972,1460,0,1062.8421052632,635.3810317255,354.5444781172,0.5394329974,1883698.32258065,10378989.5417252,58481197,0,116789296,4866220.66666667,16454068.826389,58516500,22,116720738,3154614.54054054,13369149.3026215,58493109,0,0,0,0,0,512,772,0.2140607132,0.3253722841,0,1460,646.984375,705.008577955,497037.094990079,0,0,1,1,0,0,0,1,1,657.253968254,40.76,1062.8421052632,0,0,0,0,0,0,25,1019,38,40388,8192,127,7,20,76890.5,20556.3012358741,91426,62355,58271036.5,297211.829375111,58481197,58060876,Benign,Network
53,17,2018-02-28 01:12:46,236,1,1,51,67,51,51,51,0,67,67,67,0,500000,8474.5762711864,236,0,236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4237.2881355932,4237.2881355932,51,67,56.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,84.5,51,67,0,0,0,0,0,0,1,51,1,67,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,267,1,1,35,131,35,35,35,0,131,131,131,0,621722.846441948,7490.6367041199,267,0,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3745.3183520599,3745.3183520599,35,131,67,55.4256258422,3072,0,0,0,0,0,0,0,0,1,100.5,35,131,0,0,0,0,0,0,1,35,1,131,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,904,1,1,42,96,42,42,42,0,96,96,96,0,152654.867256637,2212.389380531,904,0,904,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1106.1946902655,1106.1946902655,42,96,60,31.1769145362,972,0,0,0,0,0,0,0,0,1,90,42,96,0,0,0,0,0,0,1,42,1,96,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,312,1,1,37,69,37,37,37,0,69,69,69,0,339743.58974359,6410.2564102564,312,0,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3205.1282051282,3205.1282051282,37,69,47.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,71.5,37,69,0,0,0,0,0,0,1,37,1,69,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:46,57167,9,7,557,3773,206,0,61.8888888889,88.3437100823,1460,0,539,655.4329358015,75742.9985830986,279.8817499606,3811.1333333333,5557.8197403898,15702,6,57167,7145.875,9369.662052718,27481,17,45178,7529.6666666667,8325.031835775,16841,13,0,0,0,0,192,152,157.4334843529,122.4482656078,0,1460,254.7058823529,474.6863128301,225327.095588235,0,0,1,1,0,0,0,1,0,270.625,61.8888888889,539,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,317,1,1,43,59,43,43,43,0,59,59,59,0,321766.561514196,6309.1482649842,317,0,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3154.5741324921,3154.5741324921,43,59,48.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,72.5,43,59,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,32279,2,2,84,116,42,42,42,0,58,58,58,0,6195.9788097525,123.9195761951,10759.6666666667,18074.4555196922,31630,236,31866,31866,0,31866,31866,32043,32043,0,32043,32043,0,0,0,0,16,16,61.9597880975,61.9597880975,42,58,48.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,60.5,42,58,0,0,0,0,0,0,2,84,2,116,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,845,1,1,51,136,51,51,51,0,136,136,136,0,221301.775147929,2366.8639053255,845,0,845,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1183.4319526627,1183.4319526627,51,136,79.3333333333,49.0747728811,2408.3333333333,0,0,0,0,0,0,0,0,1,119,51,136,0,0,0,0,0,0,1,51,1,136,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,1081,1,1,51,79,51,51,51,0,79,79,79,0,120259.019426457,1850.138760407,1081,0,1081,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,925.0693802035,925.0693802035,51,79,60.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,90.5,51,79,0,0,0,0,0,0,1,51,1,79,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,24714,1,1,36,94,36,36,36,0,94,94,94,0,5260.1764182245,80.9257910496,24714,0,24714,24714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,40.4628955248,40.4628955248,36,94,55.3333333333,33.486315613,1121.3333333333,0,0,0,0,0,0,0,0,1,83,36,94,0,0,0,0,0,0,1,36,1,94,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:46,29363,2,2,92,262,46,46,46,0,131,131,131,0,12055.9888294793,136.22586248,9787.6666666667,13730.9483406403,25484,1,25484,25484,0,25484,25484,1,1,0,1,1,0,0,0,0,16,16,68.11293124,68.11293124,46,131,80,46.5564173879,2167.5,0,0,0,0,0,0,0,0,1,100,46,131,0,0,0,0,0,0,2,92,2,262,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,30209,1,1,31,63,31,31,31,0,63,63,63,0,3111.6554669138,66.2054354663,30209,0,30209,30209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,33.1027177331,33.1027177331,31,63,41.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,62.5,31,63,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,972,1,1,26,108,26,26,26,0,108,108,108,0,137860.082304527,2057.6131687243,972,0,972,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1028.8065843621,1028.8065843621,26,108,53.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,80,26,108,0,0,0,0,0,0,1,26,1,108,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,854,1,1,28,60,28,28,28,0,60,60,60,0,103044.496487119,2341.9203747073,854,0,854,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1170.9601873536,1170.9601873536,28,60,38.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,58,28,60,0,0,0,0,0,0,1,28,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,411,1,1,42,58,42,42,42,0,58,58,58,0,243309.00243309,4866.1800486618,411,0,411,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2433.0900243309,2433.0900243309,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,340,1,1,26,42,26,26,26,0,42,42,42,0,200000,5882.3529411765,340,0,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2941.1764705882,2941.1764705882,26,42,31.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,47,26,42,0,0,0,0,0,0,1,26,1,42,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,1485,1,1,35,91,35,35,35,0,91,91,91,0,84848.4848484848,1346.8013468014,1485,0,1485,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,673.4006734007,673.4006734007,35,91,53.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,80.5,35,91,0,0,0,0,0,0,1,35,1,91,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,99017,2,2,86,198,43,43,43,0,99,99,99,0,2868.1943504651,40.3971035277,33005.6666666667,28946.1756080718,54191,24,44802,44802,0,44802,44802,24,24,0,24,24,0,0,0,0,16,16,20.1985517638,20.1985517638,43,99,65.4,30.6724632203,940.8,0,0,0,0,0,0,0,0,1,81.75,43,99,0,0,0,0,0,0,2,86,2,198,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:48,117036105,13,12,597,3727,197,0,45.9230769231,68.9486059062,1430,0,310.5833333333,536.8938372008,36.9458638426,0.213609296,4876504.375,16404759.2356895,58310876,5,117036105,9753008.75,22601240.7775969,58310876,127,116881167,10625560.6363636,23555682.090119,58415052,9,0,0,0,0,272,252,0.1110768339,0.1025324621,0,1430,166.3076923077,384.379892214,147747.901538462,0,0,1,1,0,0,0,1,0,172.96,45.9230769231,310.5833333333,0,0,0,0,0,0,13,597,12,3727,8192,176,6,20,301087,205271.684364892,446236,155938,58138952,243137.252497432,58310876,57967028,Benign,Network
53,17,2018-02-28 01:12:48,319,1,1,31,63,31,31,31,0,63,63,63,0,294670.846394984,6269.592476489,319,0,319,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3134.7962382445,3134.7962382445,31,63,41.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,62.5,31,63,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,1156,1,1,33,113,33,33,33,0,113,113,113,0,126297.577854671,1730.1038062284,1156,0,1156,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,865.0519031142,865.0519031142,33,113,59.6666666667,46.1880215352,2133.3333333333,0,0,0,0,0,0,0,0,1,89.5,33,113,0,0,0,0,0,0,1,33,1,113,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:48,103904,2,2,68,228,34,34,34,0,114,114,114,0,2848.7834924546,38.4970742224,34634.6666666667,30047.0900809601,53743,1,50160,50160,0,50160,50160,1,1,0,1,1,0,0,0,0,16,16,19.2485371112,19.2485371112,34,114,66,43.8178046004,1920,0,0,0,0,0,0,0,0,1,82.5,34,114,0,0,0,0,0,0,2,68,2,228,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:48,117026350,15,13,868,3749,221,0,57.8666666667,78.7327002918,1430,0,288.3846153846,499.8373966371,39.4526531845,0.2392623542,4334309.25925926,15446667.2117255,57966931,6,117026350,8359025,21027860.0417902,58018456,119,116870542,9739211.83333333,22566734.0835333,58123182,16,0,0,0,0,312,272,0.1281762612,0.111086093,0,1430,159.2068965517,352.6003787485,124327.027093596,0,0,1,1,0,0,0,1,0,164.8928571429,57.8666666667,288.3846153846,0,0,0,0,0,0,15,868,13,3749,8192,180,8,20,509794,500275.219262358,863542,156046,57925323.5,58841.8907964386,57966931,57883716,Benign,Network
53,17,2018-02-28 01:12:48,18568,1,1,52,108,52,52,52,0,108,108,108,0,8616.97544162,107.7121930203,18568,0,18568,18568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,53.8560965101,53.8560965101,52,108,70.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,106,52,108,0,0,0,0,0,0,1,52,1,108,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:49,377662,10,7,512,4473,194,0,51.2,80.7379850022,1430,0,639,695.7693583365,13199.633534748,45.0137954044,23603.875,33727.4328855607,94893,4,377662,41962.4444444444,40782.156260769,111569,17,282454,47075.6666666667,70903.1168304093,170625,12,0,0,0,0,212,152,26.478703179,18.5350922253,0,1430,276.9444444444,512.613312836,262772.408496732,0,0,1,1,0,0,0,1,0,293.2352941176,51.2,639,0,0,0,0,0,0,10,512,7,4473,8192,172,4,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:49,117123199,13,12,594,4601,194,0,45.6923076923,68.403684861,1430,0,383.4166666667,602.9742129769,44.3550043403,0.213450454,4880133.29166667,16412804.722564,58370317,6,117123199,9760266.58333334,22612482.642547,58373454,179,116967219,10633383.5454545,23564390.281173,58466202,12,0,0,0,0,272,252,0.1109942361,0.1024562179,0,1430,199.8076923077,438.5770645377,192349.841538462,0,0,1,1,0,0,0,1,0,207.8,45.6923076923,383.4166666667,0,0,0,0,0,0,13,594,12,4601,8192,176,6,20,314920.5,224886.119368226,473939,155902,58168626.5,285233.440501811,58370317,57966936,Benign,Network
443,6,2018-02-28 01:12:49,319482,9,7,512,4472,194,0,56.8888888889,83.4826994719,1430,0,638.8571428571,695.6206889226,15600.2529093971,50.08106873,21298.8,38626.1393954923,95311,6,319482,39935.25,50743.0685477618,111227,16,223340,37223.3333333333,52016.5211818963,111822,15,0,0,0,0,192,152,28.1706011606,21.9104675694,0,1430,293.1764705882,523.4494048251,273999.279411765,0,0,1,1,0,0,0,1,0,311.5,56.8888888889,638.8571428571,0,0,0,0,0,0,9,512,7,4472,8192,172,4,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:12:49,379,1,1,33,97,33,33,33,0,97,97,97,0,343007.915567282,5277.0448548813,379,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2638.5224274406,2638.5224274406,33,97,54.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,81.5,33,97,0,0,0,0,0,0,1,33,1,97,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:49,117875528,16,15,2370,7847,1452,0,148.125,360.2139873279,1460,0,523.1333333333,681.5271576883,86.6761759065,0.262989278,3929184.26666667,14766761.8742673,58451716,0,117875528,7858368.53333333,20460087.0346885,58451716,37,117813420,8415244.28571429,21143082.7614362,58526674,0,0,0,0,0,332,312,0.1357364015,0.1272528764,0,1460,319.28125,557.7318256246,311064.789314516,0,0,1,1,0,0,0,1,0,329.5806451613,148.125,523.1333333333,0,0,0,0,0,0,16,2370,15,7847,8192,69,8,20,658189,843067.858859535,1254328,62050,58248468,287436.078125207,58451716,58045220,Benign,Network
443,6,2018-02-28 01:12:49,117136228,23,29,973,21254,335,0,42.3043478261,84.1256823734,1430,0,732.8965517241,673.7057085801,189.7534211192,0.443927561,2296788.78431373,11390887.7809843,58200372,1,117136228,5324374,17098838.1095813,58258711,21,117058149,4180648.17857143,15249180.6581547,58219554,1,0,0,0,0,472,592,0.1963525751,0.2475749859,0,1430,419.3773584906,607.0256054166,368480.08563135,0,0,1,1,0,0,0,1,1,427.4423076923,42.3043478261,732.8965517241,0,0,0,0,0,0,23,973,29,21254,8192,180,8,20,406401.5,464888.060397877,735127,77676,58122745.5,109780.449099555,58200372,58045119,Benign,Network
53,17,2018-02-28 01:12:49,2388,1,1,34,114,34,34,34,0,114,114,114,0,61976.5494137354,837.5209380235,2388,0,2388,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,418.7604690117,418.7604690117,34,114,60.6666666667,46.1880215352,2133.3333333333,0,0,0,0,0,0,0,0,1,91,34,114,0,0,0,0,0,0,1,34,1,114,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:49,347095,9,7,512,4471,194,0,56.8888888889,83.4826994719,1430,0,638.7142857143,695.4721931383,14356.3001483744,46.0968899005,23139.6666666667,36756.6474545114,97637,4,347095,43386.875,46280.8119555811,112020,16,249182,41530.3333333333,59789.725246623,136866,16,0,0,0,0,192,152,25.929500569,20.1673893315,0,1430,293.1176470588,523.3341287305,273878.610294118,0,0,1,1,0,0,0,1,0,311.4375,56.8888888889,638.7142857143,0,0,0,0,0,0,9,512,7,4471,8192,172,4,20,0,0,0,0,0,0,0,0,Benign,Network
80,6,2018-02-28 01:12:50,5749702,3,1,0,0,0,0,0,0,0,0,0,0,0,0.6956882287,1916567.33333333,3238395.06830348,5655549,16,5749702,2874851,3932500.82446374,5655549,94153,0,0,0,0,0,0,0,0,0,72,32,0.5217661715,0.1739220572,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,42780,0,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:50,117442962,18,27,855,20981,208,0,47.5,73.0924072664,1430,0,777.0740740741,695.4584501179,185.9285531303,0.383164723,2669158.22727273,12322692.1615377,58937884,0,117442962,6908409.52941177,19425617.6624858,58989171,21,117380774,4514645.15384615,15901693.2093672,58949313,0,0,0,0,0,372,552,0.1532658892,0.2298988338,0,1430,474.6956521739,643.687221131,414333.238647343,0,0,1,1,0,0,0,1,1,485.2444444444,47.5,777.0740740741,0,0,0,0,0,0,18,855,27,20981,8192,180,8,20,198821.5,193450.980303797,335612,62031,58491564.5,631191.090051579,58937884,58045245,Benign,Network
443,6,2018-02-28 01:12:50,117442669,17,16,1160,5059,510,0,68.2352941176,129.983907375,1430,0,316.1875,487.6418383404,52.9534968249,0.2809881645,3670083.40625,14374734.8879927,58884321,6,117442669,7340166.8125,19967552.4348228,58934797,27,117380407,7825360.46666667,20575121.9252043,58895893,12,0,0,0,0,352,332,0.1447514787,0.1362366858,0,1430,182.9117647059,364.2538548409,132680.870766488,0,0,1,1,0,0,0,1,0,188.4545454545,68.2352941176,316.1875,0,0,0,0,0,0,17,1160,16,5059,8192,180,8,20,225456.5,230767.833574136,388634,62279,58464698,593436.537683685,58884321,58045075,Benign,Network
54495,6,2018-02-28 01:12:50,22,2,1,31,0,31,0,15.5,21.9203102168,0,0,0,0,1409090.90909091,136363.636363636,11,2.8284271247,13,9,22,22,0,22,22,0,0,0,0,0,1,0,0,0,40,20,90909.0909090909,45454.5454545455,0,31,15.5,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,20.6666666667,15.5,0,0,0,0,0,0,0,2,31,1,0,62,0,0,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:50,50890,9,8,515,7502,197,0,57.2222222222,84.1022856077,1460,0,937.75,710.048237798,157535.861662409,334.0538416192,3180.625,4970.3830821511,13618,1,50890,6361.25,5980.55496111,13628,21,39442,5634.5714285714,9811.6391912385,25269,1,0,0,0,0,192,172,176.8520337984,157.2018078208,0,1460,445.3888888889,645.3249194274,416444.251633987,0,0,1,1,0,0,0,1,0,471.5882352941,57.2222222222,937.75,0,0,0,0,0,0,9,515,8,7502,8192,60,4,20,0,0,0,0,0,0,0,0,Benign,Network
54490,6,2018-02-28 01:12:50,54870,2,1,38,0,38,0,19,26.8700576851,0,0,0,0,692.5460178604,54.6746856206,27435,38779.1500938326,54856,14,54870,54870,0,54870,54870,0,0,0,0,0,1,0,0,0,40,20,36.4497904137,18.2248952069,0,38,19,21.9393102292,481.3333333333,0,1,0,0,1,0,0,0,0,25.3333333333,19,0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:50,91534,9,9,509,7568,194,0,56.5555555556,82.8705483135,1460,0,840.8888888889,724.9731795805,88240.4352481045,196.6482399983,5384.3529411765,7541.599846362,27114,4,91534,11441.75,10596.0148539776,27145,17,71757,8969.625,14122.0751908644,38700,8,0,0,0,0,192,192,98.3241199991,98.3241199991,0,1460,425.1052631579,633.2757776248,401038.210526316,0,0,1,1,0,0,0,1,1,448.7222222222,56.5555555556,840.8888888889,0,0,0,0,0,0,9,509,9,7568,8192,62,4,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:50,117536543,16,18,1098,4354,451,0,68.625,120.0615814211,1430,0,241.8888888889,456.4651766743,46.3855738891,0.2892717374,3561713.42424242,14094112.4316897,58453109,1,117536543,7835769.53333334,20476583.3066803,58588102,128,117380538,6904737.52941177,19355195.6161042,58548241,1,0,0,0,0,332,372,0.1361278764,0.153143861,0,1430,155.7714285714,344.6062617398,118753.475630252,0,0,1,1,0,0,0,1,1,160.3529411765,68.625,241.8888888889,0,0,0,0,0,0,16,1098,18,4354,8192,180,8,20,487994.5,469638.403753888,820079,155910,58202253,354763.957402665,58453109,57951397,Benign,Network
53,17,2018-02-28 01:12:51,497,1,1,41,105,41,41,41,0,105,105,105,0,293762.575452716,4024.1448692153,497,0,497,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2012.0724346077,2012.0724346077,41,105,62.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,93.5,41,105,0,0,0,0,0,0,1,41,1,105,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:12:51,117481738,16,15,1002,3950,356,0,62.625,100.5835473624,1430,0,263.3333333333,436.9314537065,42.1512320494,0.2638707984,3916057.93333333,14774396.3787922,58581688,2,117481738,7832115.86666667,20504196.4445115,58716115,29,117326707,8380479.07142857,21188405.335751,58677268,2,0,0,0,0,332,312,0.1361913798,0.1276794186,0,1430,154.75,319.3278222525,101970.258064516,0,0,1,1,0,0,0,1,0,159.7419354839,62.625,263.3333333333,0,0,0,0,0,0,16,1002,15,3950,8192,180,8,20,396305.5,339768.343894042,636558,156053,58266531,445699.303676818,58581688,57951374,Benign,Network
53,17,2018-02-28 01:12:51,2596,1,1,41,127,41,41,41,0,127,127,127,0,64714.9460708783,770.4160246533,2596,0,2596,2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,385.2080123267,385.2080123267,41,127,69.6666666667,49.6521231503,2465.3333333333,0,0,0,0,0,0,0,0,1,104.5,41,127,0,0,0,0,0,0,1,41,1,127,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
